ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	COGIDS
346	Zhoucheng	barley	zo21	zo21	z o ²¹	400
347	Mazhelong	barley	zo21	zo21	z o ²¹	400
348	ProtoBai	be blind	tæ1	tæ1	t æ ¹	412
349	Tuoluo	be blind	ta55	ta55	t a ⁵⁵	412
350	Gongxing	be blind	ten55	ten55	t e n ⁵⁵	412
351	Enqi	be blind	tæ24	tæ24	t æ ²⁴	412
352	Ega	be blind	ta55	ta55	t a ⁵⁵	412
353	Jinman	be blind	tã55	tã55	t ã ⁵⁵	412
354	Jinxing	be blind	tan55	tan55	t a n ⁵⁵	412
355	Dashi	be blind	[ɕa13]	ɕa13	ɕ a ¹³	411
356	Zhoucheng	be blind	tɛ35	tɛ35	t ɛ ³⁵	412
357	Mazhelong	be blind	tɚ55	tɚ55	t ɚ/ə ⁵⁵	412
358	ProtoBai	be hungry	tɕɯ1	tɕɯ1	tɕ ɯ ¹	422
359	Tuoluo	be hungry	tɕiɯ55qʰɔ42	tɕiɯ55qʰɔ42	tɕ i/j ɯ ⁵⁵ + qʰ ɔ ⁴²	422 423
360	Gongxing	be hungry	tɕi22qʰa55	tɕi22qʰa55	tɕ i ²² + qʰ a ⁵⁵	422 423
361	Enqi	be hungry	tɕiɯ24qʰa55	tɕiɯ24qʰa55	tɕ i/j ɯ ²⁴ + qʰ a ⁵⁵	422 423
362	Ega	be hungry	tɕʰi55qʰo44	tɕʰi55qʰo44	tɕʰ i ⁵⁵ + qʰ o ⁴⁴	422 423
363	Jinman	be hungry	tɕi55qʰa44	tɕi55qʰa44	tɕ i ⁵⁵ + qʰ a ⁴⁴	422 423
364	Jinxing	be hungry	(ŋõ42)	ŋõ42	ŋ õ ⁴²	424
365	Dashi	be hungry	tɕi35kʰa44	tɕi35kʰa44	tɕ i ³⁵ + kʰ a ⁴⁴	422 423
366	Zhoucheng	be hungry	(fu44xua55)	fu44xua55	f u ⁴⁴ + x u/w a ⁵⁵	425 426
367	Mazhelong	be hungry	tɕi55kʰa44	tɕi55kʰa44	tɕ i ⁵⁵ + kʰ a ⁴⁴	422 423
368	ProtoBai	be numb	bri2	bri2	b r i ²	441
369	Tuoluo	be numb	(de33)	de33	d e ³³	445
370	Gongxing	be numb	(dʑyen12)ʂi22	ʂi22	ʂ i ²²	444
371	Enqi	be numb	(qui21)	qui21	q u/w i ²¹	443
372	Ega	be numb	tɕyi21	tɕyi21	tɕ y/ɥ i ²¹	442
373	Jinman	be numb	tɕyẽ21	tɕyẽ21	tɕ y/ɥ ẽ ²¹	442
374	Jinxing	be numb	piǝ21	piǝ21	p i ə ²¹	441
375	Dashi	be numb	pi21	pi21	p i ²¹	441
376	Zhoucheng	be numb	pi21	pi21	p i ²¹	441
377	Mazhelong	be numb	pi21	pi21	p i ²¹	441
378	ProtoBai	be on the other side of (a river)	qæ4	qæ4	q æ ⁴	452
379	Tuoluo	be on the other side of (a river)	qa42	qa42	q a ⁴²	452
380	Gongxing	be on the other side of (a river)	qæ24	qæ24	q æ ²⁴	452
381	Enqi	be on the other side of (a river)	qæ55	qæ55	q æ ⁵⁵	452
382	Ega	be on the other side of (a river)	qa42	qa42	q a ⁴²	452
383	Jinman	be on the other side of (a river)	qa55	qa55	q a ⁵⁵	452
384	Jinxing	be on the other side of (a river)	ka44	ka44	k a ⁴⁴	452
385	Dashi	be on the other side of (a river)	kɚ44	kɚ44	k ɚ/ə ⁴⁴	452
386	Zhoucheng	be on the other side of (a river)	kɛ55	kɛ55	k ɛ ⁵⁵	452
387	Mazhelong	be on the other side of (a river)	kɚ44	kɚ44	k ɚ/ə ⁴⁴	452
388	ProtoBai	be thirsty	qʰa4	qʰa4	qʰ a ⁴	463
389	Tuoluo	be thirsty	qʰɔ42	qʰɔ42	qʰ ɔ ⁴²	463
390	Gongxing	be thirsty	qʰa24	qʰa24	qʰ a ²⁴	463
391	Enqi	be thirsty	qʰa55	qʰa55	qʰ a ⁵⁵	463
392	Ega	be thirsty	qʰo44	qʰo44	qʰ o ⁴⁴	463
393	Jinman	be thirsty	qʰa55	qʰa55	qʰ a ⁵⁵	463
394	Jinxing	be thirsty	kʰɑ44	kʰɑ44	kʰ ɑ ⁴⁴	463
395	Dashi	be thirsty	kʰa44	kʰa44	kʰ a ⁴⁴	463
396	Zhoucheng	be thirsty	kʰa44	kʰa44	kʰ a ⁴⁴	463
397	Mazhelong	be thirsty	kʰɐ44 (is ɐ a regular phoneme of  mzl or is this a mistake?)	kʰɐ44	kʰ ɐ ⁴⁴	463
398	ProtoBai	bed	droŋ1	droŋ1	d r o ŋ ¹	474
399	Tuoluo	bed	dioŋ35	dioŋ35	d i/j o ŋ ³⁵	474
400	Gongxing	bed	dzoŋ12	dzoŋ12	dz o ŋ ¹²	474
401	Enqi	bed	tio21	tio21	t i/j o ²¹	474
402	Ega	bed	(ŋu22ti22tɕʰu42qʰa44)	ŋu22ti22tɕʰu42qʰa44	ŋ u ²² + t i ²² + tɕʰ u ⁴² + qʰ a ⁴⁴	475 476 474 477
403	Jinman	bed	(ũ42fi22tɕʰu42)	ũ42fi22tɕʰu42	ũ ⁴² + f i ²² + tɕʰ u ⁴²	478 479 474
404	Jinxing	bed	tsõ21	tsõ21	ts õ ²¹	474
405	Dashi	bed	(kʰo33)	kʰo33	kʰ o ³³	474
406	Zhoucheng	bed	tso21	tso21	ts o ²¹	474
407	Mazhelong	bed	(tɕʰyi21)	tɕʰyi21	tɕʰ y/ɥ i ²¹	474
408	ProtoBai	bee	pʰjuŋ1	pʰjuŋ1	pʰ j u ŋ ¹	490
409	Tuoluo	bee	fɚ̃55	fɚ̃55	f ɚ/ə̃ ⁵⁵	490
410	Gongxing	bee	pfuŋ55	pfuŋ55	pf u ŋ ⁵⁵	490
411	Enqi	bee	fo24	fo24	f o ²⁴	490
412	Ega	bee	xõ55	xõ55	x õ ⁵⁵	491
413	Jinman	bee	xõ55	xõ55	x õ ⁵⁵	491
414	Jinxing	bee	fṽ55	fṽ55	f ṽ/ʯ̃ ⁵⁵	490
415	Dashi	bee	fṽ55	fṽ55	f ṽ/ʯ̃ ⁵⁵	490
416	Zhoucheng	bee	fv55	fv55	f v/ʯ ⁵⁵	490
417	Mazhelong	bee	pʰen55	pʰen55	pʰ e n ⁵⁵	490
418	ProtoBai	belly	pju4	pju4	p j u ⁴	501
419	Tuoluo	belly	fɚ42	fɚ42	f ɚ/ə ⁴²	501
420	Gongxing	belly	[ʐi21]	ʐi21	ʐ i ²¹	502
421	Enqi	belly	fo24	fo24	f o ²⁴	501
422	Ega	belly	xu44	xu44	x u ⁴⁴	502
423	Jinman	belly	[ʐɚ42]	ʐɚ42	ʐ ɚ/ə ⁴²	502
424	Jinxing	belly	fv44	fv44	f v/ʯ ⁴⁴	501
425	Dashi	belly	fo44	fo44	f o ⁴⁴	501
426	Zhoucheng	belly	fv44	fv44	f v/ʯ ⁴⁴	501
427	Mazhelong	belly	pɯ44	pɯ44	p ɯ ⁴⁴	501
428	ProtoBai	big	dɔ5	dɔ5	d ɔ ⁵	512
429	Tuoluo	big	dɔ21	dɔ21	d ɔ ²¹	512
430	Gongxing	big	da42	da42	d a ⁴²	512
431	Enqi	big	da43	da43	d a ⁴³	512
432	Ega	big	do42	do42	d o ⁴²	512
433	Jinman	big	do42	do42	d o ⁴²	512
434	Jinxing	big	tou42	tou42	t ou ⁴²	512
435	Dashi	big	tou42	tou42	t ou ⁴²	512
436	Zhoucheng	big	to42	to42	t o ⁴²	512
437	Mazhelong	big	do42	do42	d o ⁴²	512
438	ProtoBai	bind; tie up	bjo4	bjo4	b j o ⁴	523
439	Tuoluo	bind; tie up	vɚ42	vɚ42	v ɚ/ə ⁴²	523
440	Gongxing	bind; tie up	bvu21	bvu21	b v u ²¹	523
441	Enqi	bind; tie up	fo21	fo21	f o ²¹	523
442	Ega	bind; tie up	u42	u42	u ⁴²	524
443	Jinman	bind; tie up	u21	u21	u ²¹	524
444	Jinxing	bind; tie up	fv42	fv42	f v/ʯ ⁴²	523
445	Dashi	bind; tie up	fv42	fv42	f v/ʯ ⁴²	523
446	Zhoucheng	bind; tie up	v42	v42	v/ʯ ⁴²	524
447	Mazhelong	bind; tie up	pʰǝɯ42	pʰǝɯ42	pʰ əɯ ⁴²	523
448	ProtoBai	bird	tso4	tso4	ts o ⁴	534
449	Tuoluo	bird	tsu42	tsu42	ts u ⁴²	534
450	Gongxing	bird	tsu24	tsu24	ts u ²⁴	534
451	Enqi	bird	tsu55	tsu55	ts u ⁵⁵	534
452	Ega	bird	tsu44	tsu44	ts u ⁴⁴	534
453	Jinman	bird	tso55	tso55	ts o ⁵⁵	534
454	Jinxing	bird	tsou44	tsou44	ts ou ⁴⁴	534
455	Dashi	bird	tsou33	tsou33	ts ou ³³	534
456	Zhoucheng	bird	tsou44	tsou44	ts ou ⁴⁴	534
457	Mazhelong	bird	tso44	tso44	ts o ⁴⁴	534
458	ProtoBai	bird's nest	kʰro3	kʰro3	kʰ r o ³	545
459	Tuoluo	bird's nest	tʂʰɚ21	tʂʰɚ21	ʈʂʰ ɚ/ə ²¹	545
460	Gongxing	bird's nest	tʂʰi42	tʂʰi42	ʈʂʰ i ⁴²	545
461	Enqi	bird's nest	(tiɯ24)	tiɯ24	t i/j ɯ ²⁴	546
462	Ega	bird's nest	tsʰɛ44	tsʰɛ44	tsʰ ɛ ⁴⁴	545
463	Jinman	bird's nest	tɕʰɚ42	tɕʰɚ42	tɕʰ ɚ/ə ⁴²	545
464	Jinxing	bird's nest	kʰv31	kʰv31	kʰ v/ʯ ³¹	545
465	Dashi	bird's nest	kʰo33	kʰo33	kʰ o ³³	545
466	Zhoucheng	bird's nest	kʰv33	kʰv33	kʰ v/ʯ ³³	545
467	Mazhelong	bird's nest	tɕʰu21	tɕʰu21	tɕʰ u ²¹	545
468	ProtoBai	bitter	qʰu2	qʰu2	qʰ u ²	556
469	Tuoluo	bitter	qʰo33	qʰo33	qʰ o ³³	556
470	Gongxing	bitter	qʰmu22	qʰmu22	qʰ m u ²²	556
471	Enqi	bitter	qʰu22	qʰu22	qʰ u ²²	556
472	Ega	bitter	qʰu22	qʰu22	qʰ u ²²	556
473	Jinman	bitter	qʰu22	qʰu22	qʰ u ²²	556
474	Jinxing	bitter	qʰu22	qʰu22	qʰ u ²²	556
475	Dashi	bitter	kʰu33	kʰu33	kʰ u ³³	556
476	Zhoucheng	bitter	kʰu31	kʰu31	kʰ u ³¹	556
477	Mazhelong	bitter	kʰu33kʰǝɯ33	kʰu33kʰǝɯ33	kʰ u ³³ + kʰ əɯ ³³	556 557
478	ProtoBai	black	χɯ4	χɯ4	χ ɯ ⁴	568
479	Tuoluo	black	[xɚ42]	xɚ42	x ɚ/ə ⁴²	568
480	Gongxing	black	χe24	χe24	χ e ²⁴	568
481	Enqi	black	χɯ55	χɯ55	χ ɯ ⁵⁵	568
482	Ega	black	xɯ44	xɯ44	x ɯ ⁴⁴	568
483	Jinman	black	xɯ55	xɯ55	x ɯ ⁵⁵	568
484	Jinxing	black	xɯ44	xɯ44	x ɯ ⁴⁴	568
485	Dashi	black	xɯ44	xɯ44	x ɯ ⁴⁴	568
486	Zhoucheng	black	xɯ44	xɯ44	x ɯ ⁴⁴	568
487	Mazhelong	black	xɯ44	xɯ44	x ɯ ⁴⁴	568
488	ProtoBai	bladder	pʰɯ1	pʰɯ1	pʰ ɯ ¹	579
489	Tuoluo	bladder	pʰɯ55	pʰɯ55	pʰ ɯ ⁵⁵	579
490	Gongxing	bladder	pʰɯ55	pʰɯ55	pʰ ɯ ⁵⁵	579
491	Enqi	bladder	pʰɯ24	pʰɯ24	pʰ ɯ ²⁴	579
492	Ega	bladder	pʰɯ55	pʰɯ55	pʰ ɯ ⁵⁵	579
493	Jinman	bladder	pʰɯ55	pʰɯ55	pʰ ɯ ⁵⁵	579
494	Jinxing	bladder	[kuã33]	kuã33	k u/w ã ³³	580
495	Mazhelong	bladder	pʰǝɯ55	pʰǝɯ55	pʰ əɯ ⁵⁵	579
496	ProtoBai	blood	sʰua4	sʰua4	sʰ u/w a ⁴	588
497	Tuoluo	blood	suɔ42	suɔ42	s u/w ɔ ⁴²	588
498	Gongxing	blood	sua24	sua24	s u/w a ²⁴	588
499	Enqi	blood	sua55	sua55	s u/w a ⁵⁵	588
500	Ega	blood	sua44	sua44	s u/w a ⁴⁴	588
501	Jinman	blood	sua55	sua55	s u/w a ⁵⁵	588
502	Jinxing	blood	suɑ44	suɑ44	s u ɑ ⁴⁴	589
503	Dashi	blood	sʰua44	sʰua44	sʰ u/w a ⁴⁴	588
504	Zhoucheng	blood	sua44	sua44	s u/w a ⁴⁴	588
505	Mazhelong	blood	sua44	sua44	s u/w a ⁴⁴	588
506	ProtoBai	blow (the trumpet)	pʰɯ1	pʰɯ1	pʰ ɯ ¹	599
507	Tuoluo	blow (the trumpet)	pʰɯ55	pʰɯ55	pʰ ɯ ⁵⁵	599
508	Gongxing	blow (the trumpet)	pu55	pu55	p u ⁵⁵	599
509	Enqi	blow (the trumpet)	pʰɯ24	pʰɯ24	pʰ ɯ ²⁴	599
510	Ega	blow (the trumpet)	pʰɯ55	pʰɯ55	pʰ ɯ ⁵⁵	599
511	Jinman	blow (the trumpet)	pʰɯ55	pʰɯ55	pʰ ɯ ⁵⁵	599
512	Jinxing	blow (the trumpet)	pʰɯ55	pʰɯ55	pʰ ɯ ⁵⁵	599
513	Dashi	blow (the trumpet)	pʰu55	pʰu55	pʰ u ⁵⁵	599
514	Zhoucheng	blow (the trumpet)	pʰǝɯ55	pʰǝɯ55	pʰ əɯ ⁵⁵	599
515	Mazhelong	blow (the trumpet)	pʰǝɯ55	pʰǝɯ55	pʰ əɯ ⁵⁵	599
516	ProtoBai	boat; ship	jen1b	jen1b	j e n 1b/¹	610
517	Tuoluo	boat; ship	jen35	jen35	j e n ³⁵	610
518	Gongxing	boat; ship	jen12	jen12	j e n ¹²	610
519	Enqi	boat; ship	ɲia21	ɲia21	ɲ i/j a ²¹	611
520	Ega	boat; ship	ɲa21	ɲa21	ɲ a ²¹	611
521	Jinman	boat; ship	ɲɚ21	ɲɚ21	ɲ ɚ/ə ²¹	611
522	Jinxing	boat; ship	jen21	jen21	j e n ²¹	610
523	Dashi	boat; ship	jen21	jen21	j e n ²¹	610
524	Zhoucheng	boat; ship	je21	je21	j e ²¹	610
525	Mazhelong	boat; ship	jen21	jen21	j e n ²¹	610
526	ProtoBai	bone	qua4	qua4	q u/w a ⁴	621
527	Tuoluo	bone	ku42	ku42	k u ⁴²	621
528	Gongxing	bone	qua24	qua24	q u/w a ²⁴	621
529	Enqi	bone	qua55	qua55	q u/w a ⁵⁵	621
530	Ega	bone	qua44	qua44	q u/w a ⁴⁴	621
531	Jinman	bone	qua55	qua55	q u/w a ⁵⁵	621
532	Jinxing	bone	kuɑ44	kuɑ44	k u ɑ ⁴⁴	621
533	Dashi	bone	kua44	kua44	k u/w a ⁴⁴	621
534	Zhoucheng	bone	kua44	kua44	k u/w a ⁴⁴	621
535	Mazhelong	bone	kua44	kua44	k u/w a ⁴⁴	621
536	ProtoBai	brains	no2	no2	n o ²	632
537	Tuoluo	brains	nv33	nv33	n v/ʯ ³³	632
538	Gongxing	brains	noŋ22	noŋ22	n o ŋ ²²	632
539	Enqi	brains	no22	no22	n o ²²	632
540	Ega	brains	nõ22	nõ22	n õ ²²	632
541	Jinman	brains	nõ22	nõ22	n õ ²²	632
542	Jinxing	brains	nõ33	nõ33	n õ ³³	632
543	Dashi	brains	nõ33	nõ33	n õ ³³	632
544	Zhoucheng	brains	[nao31kʰv55/nao31tsi33]	nao31tsi33]	n ao ³¹ + ts i ³³	632 634
545	Mazhelong	brains	nɚ̃22ɕyi22	nɚ̃22ɕyi22	n ɚ/ə̃ ²² + ɕ y/ɥ i ²²	632 633
546	ProtoBai	breasts	ba4	ba4	b a ⁴	645
547	Tuoluo	breasts	bo42	bo42	b o ⁴²	645
548	Gongxing	breasts	ba21	ba21	b a ²¹	645
549	Enqi	breasts	pa21	pa21	p a ²¹	645
550	Ega	breasts	pa42	pa42	p a ⁴²	645
551	Jinman	breasts	pa42	pa42	p a ⁴²	645
552	Jinxing	breasts	pɑ42	pɑ42	p ɑ ⁴²	645
553	Dashi	breasts	pa42	pa42	p a ⁴²	645
554	Zhoucheng	breasts	pa42	pa42	p a ⁴²	645
555	Mazhelong	breasts	[ŋɔŋ33]	ŋɔŋ33	ŋ ɔ ŋ ³³	646
556	ProtoBai	bridge	gu1	gu1	g u ¹	656
557	Tuoluo	bridge	gv35	gv35	g v/ʯ ³⁵	656
558	Gongxing	bridge	gu12	gu12	g u ¹²	656
559	Enqi	bridge	ku21	ku21	k u ²¹	656
560	Ega	bridge	kv21	kv21	k v/ʯ ²¹	656
561	Jinman	bridge	kv21	kv21	k v/ʯ ²¹	656
562	Jinxing	bridge	kuo21	kuo21	k u/w o ²¹	656
563	Dashi	bridge	ku21	ku21	k u ²¹	656
564	Zhoucheng	bridge	ku21	ku21	k u ²¹	656
565	Mazhelong	bridge	kv21	kv21	k v/ʯ ²¹	656
566	Tuoluo	brothers	jvŋ55tʰi33	jvŋ55tʰi33	j v/ʯ ŋ ⁵⁵ + tʰ i ³³	667 668
567	Gongxing	brothers	joŋ55tʰi22	joŋ55tʰi22	j o ŋ ⁵⁵ + tʰ i ²²	667 668
568	Enqi	brothers	ɲio24tʰi22	ɲio24tʰi22	ɲ i/j o ²⁴ + tʰ i ²²	667 668
569	Jinxing	brothers	jõ55tʰi33	jõ55tʰi33	j õ ⁵⁵ + tʰ i ³³	667 668
570	Mazhelong	brothers	joŋ55tʰɛ33	joŋ55tʰɛ33	j o ŋ ⁵⁵ + tʰ ɛ ³³	667 668
571	ProtoBai	buckwheat	go1	go1	g o ¹	678
572	Tuoluo	buckwheat	gv35	gv35	g v/ʯ ³⁵	678
573	Gongxing	buckwheat	gao12	gao12	g ao ¹²	678
574	Enqi	buckwheat	ku21	ku21	k u ²¹	678
575	Ega	buckwheat	kv21	kv21	k v/ʯ ²¹	678
576	Jinman	buckwheat	kv21	kv21	k v/ʯ ²¹	678
577	Jinxing	buckwheat	kv21	kv21	k v/ʯ ²¹	678
578	Dashi	buckwheat	ko21	ko21	k o ²¹	678
579	Zhoucheng	buckwheat	kv21	kv21	k v/ʯ ²¹	678
580	Mazhelong	buckwheat	kv21	kv21	k v/ʯ ²¹	678
581	ProtoBai	buy	mæ5	mæ5	m æ ⁵	689
582	Tuoluo	buy	ma21	ma21	m a ²¹	689
583	Gongxing	buy	mæ42	mæ42	m æ ⁴²	689
584	Enqi	buy	mæ43	mæ43	m æ ⁴³	689
585	Ega	buy	ma42	ma42	m a ⁴²	689
586	Jinman	buy	ma42	ma42	m a ⁴²	689
587	Jinxing	buy	ma42	ma42	m a ⁴²	689
588	Dashi	buy	mɚ42	mɚ42	m ɚ/ə ⁴²	689
589	Zhoucheng	buy	mɛ42	mɛ42	m ɛ ⁴²	689
590	Mazhelong	buy	mɚ21	mɚ21	m ɚ/ə ²¹	689
591	ProtoBai	cane, vine	mɛ5	mɛ5	m ɛ ⁵	700
592	Tuoluo	cane, vine	mɛ21	mɛ21	m ɛ ²¹	700
593	Gongxing	cane, vine	men42	men42	m e n ⁴²	700
594	Enqi	cane, vine	mE43	mE43	m ᴇ/ɛ ⁴³	700
595	Ega	cane, vine	mɛ42	mɛ42	m ɛ ⁴²	700
596	Jinman	cane, vine	me42	me42	m e ⁴²	700
597	Jinxing	cane, vine	me42	me42	m e ⁴²	700
598	Dashi	cane, vine	me42	me42	m e ⁴²	700
599	Zhoucheng	cane, vine	me21	me21	m e ²¹	700
600	Mazhelong	cane, vine	me21	me21	m e ²¹	700
601	ProtoBai	carry (shoulder)	bjo2	bjo2	b j o ²	711
602	Tuoluo	carry (shoulder)	vɚ33	vɚ33	v ɚ/ə ³³	712
603	Ega	carry (shoulder)	vɛ22	vɛ22	v ɛ ²²	712
604	Jinman	carry (shoulder)	ve22	ve22	v e ²²	712
605	Jinxing	carry (shoulder)	v33	v33	v/ʯ ³³	713
606	Dashi	carry (shoulder)	(jɚ31)	jɚ31	j ɚ/ə ³¹	711
607	Zhoucheng	carry (shoulder)	(jɛ21)	jɛ21	j ɛ ²¹	711
608	Mazhelong	carry (shoulder)	pa21[/piɛ̃42]	pa21	p a ²¹	712
609	Mazhelong	carry (shoulder)	pa21[/piɛ̃42]	piɛ̃42]	p i/j ɛ̃ ⁴²	711
610	ProtoBai	cat	xua1	xua1	x u/w a ¹	723
611	Tuoluo	cat	hɔ42lɔ35	hɔ42lɔ35	h ɔ ⁴² + l ɔ ³⁵	727 724
612	Gongxing	cat	xua55lao21	xua55lao21	x u/w a ⁵⁵ + l ao ²¹	723 724
613	Enqi	cat	xuæ55lo21	xuæ55lo21	x u/w æ ⁵⁵ + l o ²¹	723 724
614	Ega	cat	xua55lo21	xua55lo21	x u/w a ⁵⁵ + l o ²¹	723 724
615	Jinman	cat	xua55lo21	xua55lo21	x u/w a ⁵⁵ + l o ²¹	723 724
616	Jinxing	cat	ɑ̃⁰ni55	ɑ̃⁰ni55	ɑ̃ ⁰ + n i ⁵⁵	725 722
617	Dashi	cat	aŋ55ni55	aŋ55ni55	a ŋ ⁵⁵ + n i ⁵⁵	721 722
618	Zhoucheng	cat	a55mi55	a55mi55	a ⁵⁵ + m i ⁵⁵	725 728
619	Mazhelong	cat	a55ni55tsi33	a55ni55tsi33	a ⁵⁵ + n i ⁵⁵ + ts i ³³	725 722 726
620	ProtoBai	catch; capture	kæ4	kæ4	k æ ⁴	742
621	Gongxing	catch; capture	kæ24	kæ24	k æ ²⁴	742
622	Enqi	catch; capture	kæ55	kæ55	k æ ⁵⁵	742
623	Ega	catch; capture	ka44	ka44	k a ⁴⁴	742
624	Jinman	catch; capture	ka55	ka55	k a ⁵⁵	742
625	Jinxing	catch; capture	ka44	ka44	k a ⁴⁴	742
626	Dashi	catch; capture	kɚ44	kɚ44	k ɚ/ə ⁴⁴	742
627	Zhoucheng	catch; capture	kɛ44	kɛ44	k ɛ ⁴⁴	742
628	Mazhelong	catch; capture	kɚ44	kɚ44	k ɚ/ə ⁴⁴	742
629	ProtoBai	cattle	ŋɯ1b	ŋɯ1b	ŋ ɯ 1b/¹	752
630	Tuoluo	cattle	ŋe35	ŋe35	ŋ e ³⁵	752
631	Gongxing	cattle	ŋe12	ŋe12	ŋ e ¹²	752
632	Enqi	cattle	ŋɯ21	ŋɯ21	ŋ ɯ ²¹	752
633	Ega	cattle	ŋɯ21	ŋɯ21	ŋ ɯ ²¹	752
634	Jinman	cattle	ɯ̃21	ɯ̃21	ɯ̃ ²¹	753
635	Jinxing	cattle	ŋǝ21	ŋǝ21	ŋ ə ²¹	752
636	Dashi	cattle	ŋǝ21	ŋǝ21	ŋ ə ²¹	752
637	Zhoucheng	cattle	ŋɯ21	ŋɯ21	ŋ ɯ ²¹	752
638	Mazhelong	cattle	ŋǝɯ21	ŋǝɯ21	ŋ əɯ ²¹	752
639	ProtoBai	chaff; bran	tʰroŋ1	tʰroŋ1	tʰ r o ŋ ¹	763
640	Tuoluo	chaff; bran	tʰioŋ55	tʰioŋ55	tʰ i/j o ŋ ⁵⁵	763
641	Gongxing	chaff; bran	tsʰoŋ55	tsʰoŋ55	tsʰ o ŋ ⁵⁵	763
642	Enqi	chaff; bran	tʰio24	tʰio24	tʰ i/j o ²⁴	763
643	Ega	chaff; bran	(qa44tɕyi21)	qa44tɕyi21	q a ⁴⁴ + tɕ y/ɥ i ²¹	763 764
644	Jinman	chaff; bran	ʈõ55	ʈõ55	ʈ õ ⁵⁵	763
645	Jinxing	chaff; bran	tsʰõ55	tsʰõ55	tsʰ õ ⁵⁵	763
646	Dashi	chaff; bran	tʂoŋ55	tʂoŋ55	ʈʂ o ŋ ⁵⁵	763
647	Zhoucheng	chaff; bran	tsʰo55	tsʰo55	tsʰ o ⁵⁵	763
648	Mazhelong	chaff; bran	tsʰoŋ55	tsʰoŋ55	tsʰ o ŋ ⁵⁵	763
649	ProtoBai	change	pren5	pren5	p r e n ⁵	775
650	Tuoluo	change	tɕyen21	tɕyen21	tɕ y/ɥ e n ²¹	775
651	Gongxing	change	tɕyen42	tɕyen42	tɕ y/ɥ e n ⁴²	775
652	Enqi	change	pE43	pE43	p ᴇ/ɛ ⁴³	775
653	Ega	change	(ka42)pɛ42	pɛ42	p ɛ ⁴²	775
654	Jinman	change	(ka42)pe42	pe42	p e ⁴²	775
655	Jinxing	change	pien42	pien42	p i/j e n ⁴²	775
656	Dashi	change	pien42	pien42	p i/j e n ⁴²	775
657	Zhoucheng	change	pi42	pi42	p i ⁴²	775
658	Mazhelong	change	pieɛ42	pieɛ42	p i/j ɛ ⁴²	775
659	ProtoBai	chicken	qɛ1	qɛ1	q ɛ ¹	786
660	Tuoluo	chicken	qɛ55	qɛ55	q ɛ ⁵⁵	786
661	Gongxing	chicken	qɛ55	qɛ55	q ɛ ⁵⁵	786
662	Enqi	chicken	qE24	qE24	q ᴇ/ɛ ²⁴	786
663	Ega	chicken	qɛ55	qɛ55	q ɛ ⁵⁵	786
664	Jinman	chicken	qɛ̃55	qɛ̃55	q ɛ̃ ⁵⁵	786
665	Jinxing	chicken	ki55	ki55	k i ⁵⁵	786
666	Dashi	chicken	ke35	ke35	k e ³⁵	786
667	Zhoucheng	chicken	ke35	ke35	k e ³⁵	786
668	Mazhelong	chicken	ke55	ke55	k e ⁵⁵	786
669	ProtoBai	chisel	dzo4	dzo4	dz o ⁴	798
670	Tuoluo	chisel	zu42	zu42	z u ⁴²	798
671	Gongxing	chisel	dzu21	dzu21	dz u ²¹	798
672	Enqi	chisel	tsu21	tsu21	ts u ²¹	798
673	Ega	chisel	tsy42	tsy42	ts y ⁴²	798
674	Jinman	chisel	tsv21	tsv21	ts v/ʯ ²¹	798
675	Jinxing	chisel	tsou42(ne31)	tsou42	ts ou ⁴²	798
676	Dashi	chisel	[tsaŋ44tsi33]	tsaŋ44tsi33	ts a ŋ ⁴⁴ + ts i ³³	797 798
677	Zhoucheng	chisel	tsu42	tsu42	ts u ⁴²	798
678	Mazhelong	chisel	tsʰo42	tsʰo42	tsʰ o ⁴²	798
679	ProtoBai	chop (firewood)	pʰɔ3	pʰɔ3	pʰ ɔ ³	809
680	Tuoluo	chop (firewood)	pʰɔ21	pʰɔ21	pʰ ɔ ²¹	809
681	Gongxing	chop (firewood)	pʰa42	pʰa42	pʰ a ⁴²	809
682	Enqi	chop (firewood)	pʰo43	pʰo43	pʰ o ⁴³	809
683	Ega	chop (firewood)	pʰo42	pʰo42	pʰ o ⁴²	809
684	Jinman	chop (firewood)	pʰo42	pʰo42	pʰ o ⁴²	809
685	Jinxing	chop (firewood)	pʰou31	pʰou31	pʰ ou ³¹	809
686	Dashi	chop (firewood)	pʰou31	pʰou31	pʰ ou ³¹	809
687	Zhoucheng	chop (firewood)	pʰo42	pʰo42	pʰ o ⁴²	809
688	Mazhelong	chop (firewood)	(tʰu55)	tʰu55	tʰ u ⁵⁵	810
689	ProtoBai	chopsticks	dzro3	dzro3	ɖʐ o ³	820
690	Tuoluo	chopsticks	ʐv21	ʐv21	ʐ v/ʯ ²¹	820
691	Gongxing	chopsticks	dʐao42	dʐao42	ɖʐ ao ⁴²	820
692	Enqi	chopsticks	dʐo42	dʐo42	ɖʐ o ⁴²	820
693	Ega	chopsticks	tɕiu42	tɕiu42	tɕ i u ⁴²	820
694	Jinman	chopsticks	tɕiu42	tɕiu42	tɕ i u ⁴²	820
695	Jinxing	chopsticks	tsṽ42	tsṽ42	ts ṽ/ʯ̃ ⁴²	820
696	Dashi	chopsticks	tʂo31	tʂo31	ʈʂ o ³¹	820
